1回目  行動=0 行動前の状態１lidarbufpast=36364 行動前の状態２lidarcatchpast=222052 robo_x=1476.428249 robo_y=741.860781 Lidar_x=1500 Lidar_y=1500 dist_now=1508.323418 dist_past=0.000000
2回目  行動=1 行動前の状態１lidarbufpast=56856 行動前の状態２lidarcatchpast=352870 robo_x=1474.853712 robo_y=991.931990 Lidar_x=1206 Lidar_y=984 
3回目  行動=3 行動前の状態１lidarbufpast=37954 行動前の状態２lidarcatchpast=354390 robo_x=1211.575149 robo_y=984.245405 Lidar_x=1200 Lidar_y=734 
4回目  行動=0 行動前の状態１lidarbufpast=56855 行動前の状態２lidarcatchpast=227668 robo_x=1198.878381 robo_y=732.209834 Lidar_x=1195 Lidar_y=977 
5回目  行動=1 行動前の状態１lidarbufpast=56845 行動前の状態２lidarcatchpast=354389 robo_x=1200.667212 robo_y=972.544319 Lidar_x=952 Lidar_y=974 
6回目  行動=2 行動前の状態１lidarbufpast=56855 行動前の状態２lidarcatchpast=354373 robo_x=955.700265 robo_y=966.959319 Lidar_x=1193 Lidar_y=974 
7回目  行動=1 行動前の状態１lidarbufpast=56845 行動前の状態２lidarcatchpast=354389 robo_x=1194.885620 robo_y=966.013579 Lidar_x=950 Lidar_y=962 
8回目  行動=2 行動前の状態１lidarbufpast=55855 行動前の状態２lidarcatchpast=354373 robo_x=952.180305 robo_y=953.023609 Lidar_x=1185 Lidar_y=968 
9回目  行動=0 行動前の状態１lidarbufpast=63756 行動前の状態２lidarcatchpast=350293 robo_x=1192.857458 robo_y=958.821264 Lidar_x=1175 Lidar_y=1215 
10回目  行動=2 行動前の状態１lidarbufpast=72756 行動前の状態２lidarcatchpast=407382 robo_x=1184.650477 robo_y=1202.735400 Lidar_x=1291 Lidar_y=1210 
11回目  行動=2 行動前の状態１lidarbufpast=72167 行動前の状態２lidarcatchpast=468822 robo_x=1306.039224 robo_y=1206.846922 Lidar_x=1545 Lidar_y=1235 
12回目  行動=3 行動前の状態１lidarbufpast=55265 行動前の状態２lidarcatchpast=467303 robo_x=1551.962101 robo_y=1243.337536 Lidar_x=1549 Lidar_y=991 
13回目  行動=0 行動前の状態１lidarbufpast=63167 行動前の状態２lidarcatchpast=348773 robo_x=1553.869818 robo_y=994.617300 Lidar_x=1546 Lidar_y=1238 
14回目  行動=1 行動前の状態１lidarbufpast=63756 行動前の状態２lidarcatchpast=405863 robo_x=1555.227045 robo_y=1238.513858 Lidar_x=1293 Lidar_y=1231 
15回目  行動=2 行動前の状態１lidarbufpast=63167 行動前の状態２lidarcatchpast=407382 robo_x=1302.761851 robo_y=1225.291216 Lidar_x=1552 Lidar_y=1223 
16回目  行動=1 行動前の状態１lidarbufpast=63756 行動前の状態２lidarcatchpast=405863 robo_x=1558.506165 robo_y=1228.610391 Lidar_x=1289 Lidar_y=1226 
17回目  行動=2 行動前の状態１lidarbufpast=63167 行動前の状態２lidarcatchpast=407382 robo_x=1302.496568 robo_y=1223.547057 Lidar_x=1547 Lidar_y=1220 
18回目  行動=1 行動前の状態１lidarbufpast=63757 行動前の状態２lidarcatchpast=405863 robo_x=1554.813121 robo_y=1224.950891 Lidar_x=1286 Lidar_y=1219 
19回目  行動=0 行動前の状態１lidarbufpast=70657 行動前の状態２lidarcatchpast=407383 robo_x=1298.671792 robo_y=1213.468868 Lidar_x=1301 Lidar_y=1463 
20回目  行動=3 行動前の状態１lidarbufpast=63756 行動前の状態２lidarcatchpast=460375 robo_x=1306.541122 robo_y=1456.621497 Lidar_x=1277 Lidar_y=1219 
21回目  行動=2 行動前の状態１lidarbufpast=63167 行動前の状態２lidarcatchpast=407382 robo_x=1283.104005 robo_y=1207.742016 Lidar_x=1531 Lidar_y=1212 
22回目  行動=1 行動前の状態１lidarbufpast=63756 行動前の状態２lidarcatchpast=405863 robo_x=1538.587089 robo_y=1213.426400 Lidar_x=1271 Lidar_y=1210 
23回目  行動=2 行動前の状態１lidarbufpast=63167 行動前の状態２lidarcatchpast=407382 robo_x=1280.128661 robo_y=1206.987960 Lidar_x=1528 Lidar_y=1207 
24回目  行動=1 行動前の状態１lidarbufpast=63756 行動前の状態２lidarcatchpast=405863 robo_x=1533.852372 robo_y=1209.590377 Lidar_x=1261 Lidar_y=1210 
25回目  行動=2 行動前の状態１lidarbufpast=63167 行動前の状態２lidarcatchpast=407382 robo_x=1273.524474 robo_y=1206.589798 Lidar_x=1514 Lidar_y=1206 
26回目  行動=1 行動前の状態１lidarbufpast=63756 行動前の状態２lidarcatchpast=405863 robo_x=1525.225968 robo_y=1213.899146 Lidar_x=1258 Lidar_y=1209 
27回目  行動=2 行動前の状態１lidarbufpast=63167 行動前の状態２lidarcatchpast=407382 robo_x=1266.864017 robo_y=1207.133462 Lidar_x=1497 Lidar_y=2707 
28回目  行動=1 行動前の状態１lidarbufpast=63756 行動前の状態２lidarcatchpast=405863 robo_x=1514.607375 robo_y=1215.465728 Lidar_x=1242 Lidar_y=1213 
29回目  行動=2 行動前の状態１lidarbufpast=63167 行動前の状態２lidarcatchpast=407382 robo_x=1252.664766 robo_y=1209.020611 Lidar_x=1491 Lidar_y=2705 
30回目  行動=1 行動前の状態１lidarbufpast=63756 行動前の状態２lidarcatchpast=405863 robo_x=1503.049110 robo_y=1210.545848 Lidar_x=1237 Lidar_y=1207 
31回目  行動=2 行動前の状態１lidarbufpast=63167 行動前の状態２lidarcatchpast=407382 robo_x=1246.134131 robo_y=1201.870362 Lidar_x=1488 Lidar_y=2691 
32回目  行動=1 行動前の状態１lidarbufpast=63756 行動前の状態２lidarcatchpast=405863 robo_x=1500.473531 robo_y=1204.508863 Lidar_x=1231 Lidar_y=1206 
33回目  行動=2 行動前の状態１lidarbufpast=63167 行動前の状態２lidarcatchpast=407382 robo_x=1241.605463 robo_y=1199.422319 Lidar_x=1481 Lidar_y=2701 
34回目  行動=1 行動前の状態１lidarbufpast=63756 行動前の状態２lidarcatchpast=405863 robo_x=1492.816180 robo_y=1208.206783 Lidar_x=1223 Lidar_y=1204 
35回目  行動=2 行動前の状態１lidarbufpast=63167 行動前の状態２lidarcatchpast=407382 robo_x=1234.262013 robo_y=1198.628178 Lidar_x=1471 Lidar_y=2696 
