2, 352869, 3, -30.00,-30.30, 4,
3, 287588, 0, -19.27,-22.27, 3,
4, 349285, 2, -22.10,-23.24, 4,
5, 348533, 1, -16.21,-18.68, 3,
6, 348518, 2, -30.00,-28.99, 4,
7, 348534, 0, -29.48,-30.22, 3,
8, 401527, 3, -30.00,-30.84, 4,
9, 348534, 2, -30.00,-30.93, 4,
10, 344453, 1, -14.25,-18.35, 3,
11, 348534, 1, -30.00,-28.94, 3,
12, 350053, 0, -22.80,-24.87, 3,
13, 403303, 1, -28.01,-28.39, 4,
14, 407382, 2, -23.37,-25.24, 3,
15, 403047, 2, -30.00,-30.04, 4,
16, 405879, 2, -30.00,-30.81, 4,
17, 405895, 0, -30.00,-1000000.00, 2,
