1回目  行動=0 行動前の状態１lidarbufpast=46364 行動前の状態２lidarcatchpast=287588 robo_x=1476.799231 robo_y=747.257776 Lidar_x=1500 Lidar_y=1500 dist_now=1502.921311 dist_past=0.000000
2回目  行動=0 行動前の状態１lidarbufpast=62767 行動前の状態２lidarcatchpast=348773 robo_x=1463.598980 robo_y=992.951329 Lidar_x=1445 Lidar_y=1241 
3回目  行動=1 行動前の状態１lidarbufpast=63756 行動前の状態２lidarcatchpast=403303 robo_x=1452.112059 robo_y=1242.458329 Lidar_x=1200 Lidar_y=1235 
4回目  行動=2 行動前の状態１lidarbufpast=62767 行動前の状態２lidarcatchpast=407382 robo_x=1202.396174 robo_y=1221.887611 Lidar_x=1435 Lidar_y=1244 
5回目  行動=1 行動前の状態１lidarbufpast=63756 行動前の状態２lidarcatchpast=403303 robo_x=1444.070547 robo_y=1240.577123 Lidar_x=1195 Lidar_y=1241 
6回目  行動=2 行動前の状態１lidarbufpast=63767 行動前の状態２lidarcatchpast=407382 robo_x=1197.095368 robo_y=1233.305581 Lidar_x=1439 Lidar_y=1240 
7回目  行動=2 行動前の状態１lidarbufpast=62177 行動前の状態２lidarcatchpast=407399 robo_x=1447.261247 robo_y=1244.523944 Lidar_x=1680 Lidar_y=1244 
8回目  行動=3 行動前の状態１lidarbufpast=55276 行動前の状態２lidarcatchpast=401783 robo_x=1686.804396 robo_y=1243.894488 Lidar_x=1664 Lidar_y=992 
9回目  行動=2 行動前の状態１lidarbufpast=54185 行動前の状態２lidarcatchpast=348790 robo_x=1671.047185 robo_y=1005.116272 Lidar_x=1909 Lidar_y=1011 
10回目  行動=1 行動前の状態１lidarbufpast=55276 行動前の状態２lidarcatchpast=344453 robo_x=1917.541055 robo_y=1014.924158 Lidar_x=1658 Lidar_y=999 
11回目  行動=0 行動前の状態１lidarbufpast=62177 行動前の状態２lidarcatchpast=348790 robo_x=1663.219650 robo_y=1007.738382 Lidar_x=1656 Lidar_y=1237 
12回目  行動=1 行動前の状態１lidarbufpast=62667 行動前の状態２lidarcatchpast=401783 robo_x=1659.891413 robo_y=1248.268582 Lidar_x=1397 Lidar_y=1253 
13回目  行動=2 行動前の状態１lidarbufpast=62177 行動前の状態２lidarcatchpast=403047 robo_x=1404.287765 robo_y=1248.473773 Lidar_x=1654 Lidar_y=1247 
14回目  行動=0 行動前の状態１lidarbufpast=71078 行動前の状態２lidarcatchpast=401783 robo_x=1654.835830 robo_y=1246.371017 Lidar_x=1623 Lidar_y=1304 
壁衝突!! 現在位置 Lidar_x座標: 1623 Lidar_y座標: 1304 ICP_x座標: 1629.015966 ICP_y座標: 1324.248124 
