69942,0,-1000000.000000
69942,1,-6.827622
69942,2,-1000000.000000
69942,3,-10.000000
69943,2,-1000000.000000
69957,0,-1000000.000000
69957,1,-9.591390
69957,2,-1000000.000000
69957,3,-10.000000
69958,0,-1000000.000000
69958,1,-1.000000
69973,1,-1.000000
69973,2,-1000000.000000
69989,2,-1000000.000000
70005,2,-1000000.000000
70021,1,-1.000000
70037,0,-1.000000
70037,2,-1000000.000000
70069,0,-1.000000
70069,1,-10.000000
70229,0,-10.000000
70229,2,-1000000.000000
70244,0,-10.000000
70244,1,-1.000000
70244,2,-1000000.000000
70244,3,-1.000000
70259,1,-10.000000
70260,1,-1.000000
70260,2,-1000000.000000
70260,3,-10.000000
70324,0,-3.361600
70324,1,-5.761975
70324,2,-1000000.000000
70324,3,-10.000000
70325,0,-4.240000
70325,1,-3.225717
70325,2,-1000000.000000
70325,3,-10.000000
70515,0,-10.000000
70531,0,-8.200000
70531,2,-1000000.000000
70531,3,-10.000000
70547,1,-1.000000
70547,3,-10.000000
70562,0,-1.000000
70562,1,-1.000000
70562,3,-10.000000
70578,0,-1.000000
70578,2,-1000000.000000
70578,3,-10.000000
70579,0,-7.671878
70579,1,-10.000000
70579,2,-1000000.000000
70579,3,-11.312000
70817,1,-10.000000
70818,3,-10.000000
70833,0,-1.000000
70833,1,-1.000000
70833,2,-1000000.000000
70833,3,-1000000.000000
70834,1,-10.000000
70834,2,-1000000.000000
70834,3,-1000000.000000
74897,0,-1.674778
74897,1,-1.000000
74897,2,-10.000000
74897,3,-1000000.000000
74913,0,-4.138340
74913,1,-8.915733
74913,2,-10.000000
74913,3,-1000000.000000
78977,0,-1.786724
78977,1,-1.558315
78977,2,-10.160000
78977,3,-1000000.000000
78993,0,-8.153617
78993,1,-6.498486
78993,2,-10.692429
78993,3,-1000000.000000
83057,0,-2.957595
83057,1,-1.669516
83057,2,-10.000000
83057,3,-1000000.000000
83059,2,-10.000000
83059,3,-1000000.000000
83073,0,-5.551298
83073,1,-3.489469
83073,2,-10.000000
83073,3,-1000000.000000
87137,0,-7.078432
87137,1,-6.688303
87137,2,-10.978927
87137,3,-1000000.000000
87144,0,-1.000000
87144,1,-1.137026
87144,2,-10.180480
87144,3,-1000000.000000
87145,0,-1.000000
87145,1,-1.138448
87145,2,-10.000000
87145,3,-1000000.000000
87153,0,-8.352668
87153,1,-7.376884
87153,2,-10.000000
87153,3,-1000000.000000
87161,0,-3.497401
87161,1,-1.795082
87161,2,-10.000000
87161,3,-1000000.000000
87162,2,-1.000000
91223,0,-2.440000
91223,1,-10.916216
91223,2,-2.224393
91223,3,-1000000.000000
91233,0,-11.664473
91233,1,-11.676291
91233,2,-12.296140
91233,3,-1000000.000000
91239,0,-2.672000
91239,1,-10.000000
91239,2,-10.277514
91239,3,-1000000.000000
91240,0,-3.116473
91240,1,-10.893514
91240,2,-10.640862
91240,3,-1000000.000000
91489,0,-2.971335
91489,1,-10.000000
91489,2,-10.000000
91489,3,-1000000.000000
91745,0,-7.002583
91745,1,-10.000000
91745,2,-11.658875
91745,3,-1000000.000000
92001,0,-8.188836
92001,1,-10.920546
92001,2,-10.406360
92001,3,-1000000.000000
92257,0,-8.754904
92257,1,-10.934729
92257,2,-10.160000
92257,3,-1000000.000000
92513,0,-1.000000
92513,1,-10.000000
92753,0,-3.938940
92753,1,-10.000000
92753,2,-3.576695
92753,3,-1000000.000000
92769,0,-12.204480
92769,1,-12.516575
92769,2,-10.220226
92769,3,-1000000.000000
95302,0,-2.844332
95302,1,-10.413009
95302,2,-2.043482
95302,3,-10.000000
95318,0,-2.326006
95318,1,-12.068628
95318,2,-2.565872
95318,3,-1000000.000000
95319,0,-3.947177
95319,1,-11.507668
95319,2,-2.279819
95319,3,-1000000.000000
96833,0,-1.000000
96833,1,-10.000000
96833,2,-10.000000
96849,0,-8.312114
96849,1,-12.139837
96849,2,-8.336131
96849,3,-1000000.000000
100913,0,-1.000000
100913,1,-10.000000
100913,2,-1.000000
100913,3,-1000000.000000
100929,0,-4.339314
100929,1,-10.160000
100929,2,-3.515592
100929,3,-1000000.000000
104993,1,-10.000000
105009,0,-3.552799
105009,1,-10.000000
105009,2,-3.584113
105009,3,-1000000.000000
109073,1,-1000000.000000
109073,2,-1.000000
109073,3,-1000000.000000
109089,0,-3.453523
109089,1,-10.000000
109089,2,-1.533541
109089,3,-1000000.000000
113169,0,-1.000000
113169,1,-1000000.000000
113169,2,-1.000000
135478,0,-1000000.000000
135478,1,-5.244126
135478,2,-1000000.000000
135478,3,-10.160000
135483,0,-1000000.000000
135483,2,-1000000.000000
135486,2,-1000000.000000
135486,3,-1.000000
135493,0,-1000000.000000
135493,1,-9.064675
135493,2,-1000000.000000
135493,3,-10.160000
135494,0,-1000000.000000
135494,1,-3.596372
135494,2,-1000000.000000
135494,3,-10.000000
135495,3,-1.000000
135497,2,-1000000.000000
135500,0,-1000000.000000
135502,3,-10.000000
135509,0,-1000000.000000
135509,1,-10.000000
135509,2,-1000000.000000
135509,3,-10.000000
135541,0,-1.000000
135541,3,-10.000000
135557,0,-1.813451
135557,1,-1.000000
135557,2,-1000000.000000
135557,3,-10.000000
135573,0,-1.000000
135589,0,-4.227636
135589,1,-10.000000
135589,2,-1000000.000000
135589,3,-10.284002
135605,0,-1.372497
135605,1,-2.603707
135605,2,-1000000.000000
135605,3,-10.000000
135765,0,-10.000000
135765,1,-10.000000
135765,2,-1000000.000000
135765,3,-10.716320
135780,0,-10.000000
135780,1,-10.268296
135780,2,-1000000.000000
135780,3,-10.000000
135796,0,-10.000000
135796,1,-5.582306
135796,2,-1000000.000000
135796,3,-10.000000
135844,0,-9.800000
135844,1,-8.535128
135844,2,-1000000.000000
135844,3,-11.600000
135845,0,-10.937364
135845,1,-10.000000
135845,2,-200008.515625
135845,3,-11.225367
135860,0,-4.074017
135860,1,-8.676509
135860,2,-1000000.000000
135860,3,-10.160000
135861,0,-8.200000
135861,1,-1.547462
135861,2,-1000000.000000
135861,3,-10.000000
136051,0,-10.000000
136051,1,-1.000000
136051,2,-10.000000
136051,3,-10.000000
136067,0,-10.000000
136067,1,-6.582617
136067,2,-1000000.000000
136067,3,-10.000000
136082,0,-8.200000
136082,1,-10.000000
136082,2,-1000000.000000
136082,3,-10.000000
136083,0,-6.961024
136083,1,-9.476563
136083,2,-1000000.000000
136083,3,-10.000000
136098,0,-10.000000
136098,1,-12.079323
136098,2,-200008.000000
136098,3,-10.000000
136099,0,-10.702676
136099,1,-10.546127
136099,2,-10.000000
136099,3,-10.000000
136114,0,-1.160000
136114,1,-4.007386
136114,2,-1000000.000000
136114,3,-10.000000
136115,0,-2.583985
136115,1,-6.795509
136115,2,-1000000.000000
136115,3,-10.000000
136354,0,-7.493965
136354,1,-6.878667
136354,2,-1000000.000000
136354,3,-1000000.000000
136370,0,-8.856397
136370,1,-11.030338
136370,2,-1000000.000000
136370,3,-1000000.000000
139574,0,-1000000.000000
139574,1,-5.646215
139574,2,-11.663027
139574,3,-11.774080
139581,0,-1000000.000000
139581,1,-2.312000
139581,2,-10.000000
139581,3,-8.200000
139590,0,-1000000.000000
139590,1,-1.000000
139590,3,-10.000000
139596,2,-10.000000
139597,0,-10.000000
139597,1,-6.026375
139597,2,-10.000000
139597,3,-5.594389
139605,0,-10.000000
139605,3,-10.000000
139606,0,-1000000.000000
139606,1,-2.847733
139606,2,-10.000000
139606,3,-10.000000
139607,0,-10.000000
139608,2,-10.000000
139611,1,-1.000000
139621,3,-10.000000
139622,1,-1.000000
139622,2,-10.000000
139637,2,-10.000000
139638,0,-1000000.000000
139638,1,-10.000000
139638,2,-10.000000
139653,0,-1000000.000000
139653,1,-1.000000
