2, 350053, 0, -22.80,-21.33, 3,
3, 403303, 1, -28.01,-27.82, 4,
4, 407382, 2, -23.37,-25.15, 3,
5, 468839, 3, -30.00,-30.02, 4,
6, 350309, 0, -23.92,-25.94, 3,
7, 403303, 1, -27.82,-28.41, 4,
8, 403286, 1, -13.00,-16.95, 4,
9, 407365, 0, -12.40,-14.63, 3,
10, 558645, 2, -3.58,-7.20, 3,
11, 554582, 1, -10.00,-11.15, 4,
12, 493109, 2, -4.05,-7.03, 3,
13, 554582, 1, -11.15,-12.05, 4,
14, 493109, 0, -4.38,-7.43, 3,
15, 628020, 2, -5.32,-7.44, 3,
16, 619846, 0, -5.95,-7.95, 3,
17, 160838, 0, -2.07,-4.92, 3,
18, 226118, 2, -0.61,0.00, 1,
